City,Company,Company_id,Phone,URL,Social new
CHELYABINSK,Щит,2111590608299711,tel:+73512254343,Неизветно,"http://link.2gis.ru/1.2/D9A05534/online/20211101/project15/2111590608299711/null/df2noo935C3HJ32416IGGGG21tutsp95G6G9798566BA742HqEpt7A6267G44G6GG4G4IJ4JxjBxuv193895A072B41H1JJ14g?http://www.vasha-ohrana.ru
http://link.2gis.ru/1.2/06263CF7/online/20211101/project15/70000001027274588/null/f2nooxjH193895594848924JIHIH1tutspdG9935C36GG4J810JIJ26It7A95G6985664G30110226392BB8BxuvqEp6267G479H1H4JH21115A1346?https://www.zarplata.ru/companies/16172123/chop-shchit?utm_source=2gis&utm_medium=cpc&utm_campaign=vacancies
https://wa.me/79089371565?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
viber://chat/?number=+79089371565"
CHELYABINSK,Ягуар,2111590606323324,tel:+73512003353,Неизветно,"http://link.2gis.ru/1.2/324BF6C7/online/20211101/project15/2111590606323324/null/zr9bnr935C3HJ32416IGGGG271nm9495G6G979856644355HqEpt7A6267G44G6GG4G4IJ4Jm3mkuv193895A072951H1JJ163?http://www.jaguar74.ru
http://link.2gis.ru/1.2/77FA952E/online/20211101/project15/70000001027274588/null/r9bnrm3H193895594848937JIHIH71nm94zG9935C36GG4J810JIJ26It7A95G6985664G30110226373454mkuvqEp6267G479H1H4JH21115A13dg?https://www.zarplata.ru/companies/16104493/yaguar?utm_source=2gis&utm_medium=cpc&utm_campaign=vacancies
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196254257&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590606323324&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,АРЕС,70000001022644692,tel:+73512020281,Неизветно,"http://link.2gis.ru/1.2/C9D943A6/online/20211101/project15/70000001022644692/null/pdAu3h935C3HJ81301IGGGGGli3jy595G6G97C37668549A3qEpt7A6267G44G6GG40J3JG7Azhxuv193895102254H1H3JH3ge?http://www.ares.ru
https://facebook.com/323529504649087
http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001022644691&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001022644692&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,ЛЕГИОН,70000001038543809,tel:88003013502,Неизветно,"http://link.2gis.ru/1.2/9C4BF5F0/online/20211101/project15/70000001038543809/null/pdAu3h935C3HJ81301IGGGGGli3jy595G6G97C3766753B1AqEpt7A6267G44G6GG40J3JG7Azhxuv19389510226AH1H3JH3g1?http://xn----ftbfnmpbfd2f.xn--p1ai
https://vk.com/public174875134
https://wa.me/79191234515?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
viber://chat/?number=+79191234515"
CHELYABINSK,КОБРА,70000001028277937,tel:+79191230042,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001028277936&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001028277937&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/station/2111848304345290"
CHELYABINSK,Реал-2,2111590606331492,tel:+73517734655,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196260164&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590606331492&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/search/%D0%9C%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%BD%D0%BE-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC/rubricId/1102"
CHELYABINSK,Security Profi,2111590608764845,tel:+73512202560,Неизветно,"http://link.2gis.ru/1.2/BFF4988B/online/20211101/project15/70000001027274588/null/x2cl4bxH193895594848958JIHIHA933cgzG9935C36GG4J810JIJ26It7A95G6C37664G30110226397869kjuvqEp6267G479H1H4JH21115A13e6?https://www.zarplata.ru/companies/16582553/sekyuriti-profi?utm_source=2gis&utm_medium=cpc&utm_campaign=vacancies
https://vk.com/club185477085
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196504202&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590608764845&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,Единый центр мониторинга охраны,70000001044670690,tel:+73512020311,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001044670689&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001044670690&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/station/2111848304345931"
CHELYABINSK,АЯКС,2111590606337410,tel:+79227205434,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196263968&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590606337410&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/station/2111848304345434"
CHELYABINSK,Вымпел,2111590606494878,tel:+73512309529,Неизветно,"http://link.2gis.ru/1.2/B93A8C03/online/20211101/project15/2111590606494878/null/y8urro935C3HJ32416IGGGG2A2pdnD95G6G97C3766B58A9HqEpt7A6267G44G6GG4G4IJ4Jubcpuv193895A072961H1JJ14f?http://vimpel74.ru
http://link.2gis.ru/1.2/C04B6D66/online/20211101/project15/70000001027274588/null/8urroubH19389559484898BJIHIHA2pdnDyG9935C36GG4J810JIJ26It7A95G6C37664G30110226374B69cpuvqEp6267G479H1H4JH21115A1353?https://chelyabinsk.zarplata.ru/vacancy/card/206751043/ohrannik?utm_source=2gis&utm_medium=cpc&utm_campaign=vacancies
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196356120&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590606494878&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,Дельта-системы безопасности,2111591606591453,tel:+73512221111,Неизветно,"http://link.2gis.ru/1.2/62786E0C/online/20211101/project15/2111591606591453/null/zx2cl4935C3HJ32416IGGGG2A933cg95G6G97C3766B2484HqEpt7A6267G44G6GG4G4IJ4Jbxkjuv193895A172971H1JJ1c8?http://www.chb.delta.ru
https://vk.com/deltasecurity
https://instagram.com/deltasecurity
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111600296423483&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,АЛЬЯНС,70000001007366010,tel:+79227303730,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001007366011&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001007366010&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/search/%D0%9C%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%BD%D0%BE-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC/rubricId/1102"
CHELYABINSK,Патруль,2111590606320841,tel:+73512250025,Неизветно,"http://link.2gis.ru/1.2/A089F331/online/20211101/project15/2111590606320841/null/l56jgu935C3HJ32416IGGGG26czg9d95G6G97C376641872HqEpt7A6267G44G6GG4G4IJ4Jyroyuv193895A072951H1JJ16A?http://www.chb.delta.ru
https://vk.com/deltasecurity
https://twitter.com/delta_safeguard
https://instagram.com/deltasecurity"
CHELYABINSK,Метар-Безопасность,2111590608553503,tel:+79517999405,Неизветно,"http://link.2gis.ru/1.2/8603812D/online/20211101/project15/2111590608553503/null/y8urro935C3HJ32416IGGGG2A2pdnD95G6G97C376674534HqEpt7A6267G44G6GG4G4IJ4Jubcpuv193895A072B71H1JJ11g?http://metarsb.ru
https://vk.com/metarsb
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196592501&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590608553503&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,СпецОхрана,2111591606495897,tel:+73517765665,Неизветно,"https://vk.com/club178688730
https://wa.me/79028682496?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
viber://chat/?number=+79028682496
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111600296363248&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,Максимум-2,70000001033732950,tel:+73512250283,Неизветно,"https://wa.me/79127927006?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001033732949&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001033732950&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318"
CHELYABINSK,Охрана Росгвардии по Челябинской области,2111590606409704,tel:+73517290665,Неизветно,"/chelyabinsk/branches/2111599196316541
http://link.2gis.ru/1.2/8A537145/online/20211101/project15/2111590606409704/null/y8urro935C3HJ32416IGGGG2A2pdnD95G6G97C37662A735HqEpt7A6267G44G6GG4G4IJ4Jubcpuv193895A072961H1JJ187?http://fgup-ohrana.ru
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196316541&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590606409704&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,Навигатор,70000001027374243,tel:+73512145544,Неизветно,"http://link.2gis.ru/1.2/A279DC6B/online/20211101/project15/70000001027374243/null/xlde5b935C3HJ81301IGGGGG96on7d95G6G97C3766584554qEpt7A6267G44G6GG40J3JG7yochuv193895102259H1H3JH355?http://www.nav74.ru
http://link.2gis.ru/1.2/E1BC6E3D/online/20211101/project15/70000001027274588/null/lde5byoH1938955948489376IHIH96on7dxG9935C36GG4J810JIJ26It7A95G6C37664G30110221337595chuvqEp6267G479H1H4JH7000011H37c?https://chelyabinsk.zarplata.ru/vacancy/card/203534792/buhgalter-na-pervichnuyu-dokumentatsiyu?utm_source=2gis&utm_medium=cpc&utm_campaign=vacancies
http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001027374240&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001027374243&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,Инвест-охрана,2111590608245393,tel:+73517330370,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196436483&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590608245393&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/station/2111848304345288"
CHELYABINSK,Охрана Росгвардии по Челябинской области,2111590606409707,tel:+73517290665,Неизветно,"/chelyabinsk/branches/2111599196316541
http://link.2gis.ru/1.2/888D7662/online/20211101/project15/2111590606409707/null/ul7qlb935C3HJ32416IGGGG2z92Dum95G6G97985662A738HqEpt7A6267G44G6GG4G4IJ4Jp4Dnuv193895A072961H1JJ116?http://fgup-ohrana.ru
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196316541&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590606409707&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,Воевода,70000001018290863,tel:+79026029026,Неизветно,"http://link.2gis.ru/1.2/7C8E779E/online/20211101/project15/70000001018290863/null/6Bhd9s935C3HJ81301IGGGGG34v89D95G6G97985664A0B74qEpt7A6267G44G6GG40J3JG7wflxuv19389510224AH1H3JH31d?http://voevoda74.ru
http://link.2gis.ru/1.2/8C2E6974/online/20211101/project15/70000001027274588/null/Bhd9swfH1938955948489996IHIH34v89D6G9935C36GG4J810JIJ26It7A95G6985664G301102213284B1lxuvqEp6267G479H1H4JH7000011H3g9?https://chelyabinsk.zarplata.ru/vacancy/card/131344421/ohrannik-gbr?utm_source=2gis&utm_medium=cpc&utm_campaign=vacancies
http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001018290862&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001018290863&utm_source=online&utm_medium=products&utm_campaign=card"
CHELYABINSK,"Комплексные системы безопасности, частное охранное предприятие",70000001048105451,tel:+73512230000,Неизветно,"http://link.2gis.ru/1.2/40BF8DA8/online/20211101/project15/70000001048105451/null/vkmcgp935C3HJ81301IGGGGG33u5wj95G6G9798566315762qEpt7A6267G44G6GG40J3JG7s1nmuv19389510227AH1H3JH393?http://ksb174.com
http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001048105450&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001048105451&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318"
CHELYABINSK,Кречет,70000001055168488,tel:+73512350990,Неизветно,"/chelyabinsk/branches/2111599196719308
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196719308&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001055168488&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318"
CHELYABINSK,Приоритет,70000001042967344,tel:+73512557148,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=70000001042967343&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001042967344&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/station/2111848304345410"
CHELYABINSK,Урал-Безопасность 6,70000001017471575,Неизвестно,Неизветно,"https://wa.me/79193221083?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196433388&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=70000001017471575&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318"
CHELYABINSK,Экипаж,2111590608748931,tel:+73517000555,Неизветно,"http://redirect.2gis.com/account/?language=ru&id=15&firmId=2111599196687164&utm_source=online&utm_medium=products&utm_campaign=card
http://redirect.2gis.com/adv/?language=ru&page=online_owner&id=15&calculate_for=2111590608748931&utm_source=online&utm_medium=products&utm_campaign=card
/chelyabinsk/search/%D0%A3%D1%81%D0%BB%D1%83%D0%B3%D0%B8%20%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D1%8B/rubricId/318
/chelyabinsk/station/2111848304345164"
